Attachments,Link Count,Word Count,Uppercase Count,Exclamation Count,Question Count,Dollar Count,Punctuation Count,HTML Tags Count,Spam Indicator
1,1,177,117,4,0,2,9,3,0
3,7,236,212,1,2,1,0,0,0
2,6,134,68,0,3,2,8,4,0
2,9,190,100,1,3,1,15,4,1
3,0,71,13,5,0,1,0,0,0
3,2,221,40,4,2,1,0,2,1
0,1,40,16,0,0,2,8,4,1
2,10,219,107,5,1,1,9,3,1
2,8,176,159,2,2,2,2,3,0
1,7,286,248,1,3,0,9,1,0
1,8,207,55,3,3,1,1,3,0
0,2,171,140,2,1,1,13,4,0
3,2,205,99,0,1,1,8,1,1
0,1,226,162,3,3,2,1,3,1
0,5,91,50,4,0,1,12,3,0
2,8,217,165,2,2,2,1,3,0
3,2,219,0,0,0,2,8,0,1
0,1,213,115,5,2,0,1,4,0
1,3,297,229,1,3,2,7,4,0
1,4,95,26,2,0,0,6,1,1
2,9,160,112,4,1,1,9,3,1
3,3,159,72,0,1,2,2,0,0
0,2,37,31,1,1,1,10,5,0
3,0,255,43,1,2,2,14,3,1
0,5,54,23,1,0,1,9,1,0
3,1,224,175,2,1,2,0,2,1
3,8,63,28,3,2,2,12,4,0
2,9,210,163,4,3,0,9,3,0
1,9,59,44,1,2,1,5,4,0
3,0,104,17,2,3,1,0,2,0
3,6,274,148,2,0,1,10,3,0
0,6,168,96,1,1,0,12,0,1
3,2,209,71,0,3,0,15,1,1
0,5,204,77,0,0,0,6,3,1
3,10,136,13,4,0,2,8,3,0
3,1,286,110,3,0,1,3,4,0
3,7,194,33,5,2,0,8,1,0
2,2,204,124,2,1,2,13,5,0
2,2,253,41,4,3,0,12,3,1
1,10,299,190,4,2,0,6,1,0
2,8,143,106,5,0,2,4,0,1
3,2,157,143,5,0,2,14,0,1
0,3,119,106,1,2,0,15,3,1
3,3,152,65,1,2,2,13,1,0
0,9,154,131,2,2,0,3,4,0
0,3,44,25,4,2,0,3,4,1
2,7,220,210,2,0,1,5,3,0
2,3,298,0,4,3,0,15,5,1
3,0,40,30,0,3,0,13,2,1
3,3,299,258,2,0,2,13,4,0
2,4,184,26,0,3,0,0,5,1
1,8,22,20,1,1,2,7,2,0
3,7,180,88,1,0,1,7,4,0
0,0,286,234,4,0,0,10,1,1
0,6,129,39,3,0,1,11,2,0
3,10,275,52,5,1,2,14,5,0
0,0,120,63,1,0,0,5,2,1
3,1,266,244,2,1,0,14,3,1
3,0,78,23,0,2,0,3,4,1
0,5,78,15,0,2,0,2,4,1
2,10,195,95,4,2,1,2,2,1
2,4,133,107,5,0,0,13,5,1
2,1,69,29,1,1,0,8,1,0
0,6,246,146,0,0,1,11,3,1
1,10,130,23,4,1,2,13,5,0
0,6,263,30,1,0,0,7,4,0
3,1,265,10,5,3,1,13,1,1
0,5,52,4,0,2,1,10,0,0
2,4,141,90,4,0,0,14,4,1
0,1,107,25,0,1,1,15,0,0
2,8,58,14,1,3,1,4,5,1
1,9,209,96,2,3,0,1,0,0
3,0,295,161,4,2,0,5,4,0
0,4,56,26,3,1,0,14,2,1
0,5,193,36,3,0,0,12,1,0
1,4,265,123,5,3,1,0,3,0
2,6,191,36,5,3,2,1,5,1
0,5,297,241,1,0,0,9,5,1
3,6,172,171,0,3,0,8,1,1
3,4,261,230,4,1,2,8,1,0
2,2,120,19,4,1,0,14,5,0
2,4,51,35,4,2,1,11,1,1
1,1,188,171,2,0,2,3,1,1
3,0,284,267,4,1,1,9,0,0
1,4,54,42,3,0,1,15,1,1
2,6,290,114,1,0,2,3,4,0
0,2,288,29,1,2,1,9,1,0
0,4,135,8,0,1,0,11,1,1
2,1,191,117,4,0,2,14,3,0
2,3,299,221,2,1,2,12,0,1
1,2,282,232,4,0,0,14,1,0
1,8,17,0,5,1,0,13,1,0
0,3,45,26,2,0,2,7,2,1
0,10,149,88,4,3,2,15,3,0
0,10,116,116,3,2,1,8,3,1
2,7,17,15,1,3,1,8,2,0
2,0,285,190,1,3,1,4,0,1
0,9,98,55,5,0,1,5,1,0
0,9,93,14,0,1,1,12,0,0
1,10,37,0,0,1,2,1,0,0
2,10,243,210,3,1,0,13,2,0
3,9,160,59,4,2,2,13,4,1
3,2,239,114,4,1,0,1,4,1
0,1,244,228,2,3,0,13,5,0
0,6,242,94,5,2,0,2,5,0
1,4,156,85,0,1,0,1,1,0
2,2,129,120,0,0,1,12,1,1
1,1,26,25,5,3,2,10,1,0
3,0,218,213,5,0,0,3,2,0
3,1,160,68,4,0,0,12,2,1
0,3,84,17,5,2,2,7,4,0
0,7,220,74,1,3,1,4,3,0
0,10,10,9,4,2,0,13,1,1
1,2,48,15,1,2,0,12,4,1
3,5,133,60,5,2,2,5,1,0
3,5,202,38,0,3,2,9,4,1
2,9,135,54,5,1,0,14,5,0
3,7,198,35,0,2,1,5,2,1
1,0,34,34,2,3,0,2,3,0
3,1,224,87,0,2,1,5,4,0
1,7,163,135,3,2,0,6,4,0
2,2,229,223,3,0,0,10,5,1
0,4,93,35,5,0,1,6,1,1
1,7,62,19,4,1,0,1,2,1
2,7,229,102,2,3,1,0,4,0
2,2,113,77,1,1,2,0,2,0
2,2,130,29,0,0,2,9,3,1
3,8,141,13,5,2,2,1,5,0
1,8,261,21,1,1,1,4,0,1
2,6,212,74,1,3,2,8,2,0
3,0,35,5,0,3,2,12,2,1
2,10,295,149,1,1,0,15,3,0
2,2,141,101,2,1,1,3,0,1
2,3,85,24,0,1,1,0,0,1
1,4,216,123,0,0,2,12,4,0
1,3,164,117,0,0,0,4,0,0
3,5,216,13,3,2,2,9,3,0
1,2,277,47,5,1,2,5,3,1
3,10,196,85,1,3,2,7,4,1
1,1,187,170,0,2,2,13,1,0
0,9,159,86,1,3,0,14,2,1
2,5,255,221,4,3,0,15,0,1
2,4,168,102,1,1,0,12,2,0
0,6,79,16,0,1,0,4,2,1
1,6,25,15,1,1,2,15,1,1
2,9,220,104,4,2,1,2,0,0
3,3,300,300,1,2,2,12,1,0
1,3,95,6,1,2,1,12,1,1
0,7,228,124,3,2,2,8,5,0
0,5,38,7,5,3,1,1,2,0
2,7,65,42,5,0,1,1,3,1
3,10,93,46,5,1,0,10,0,0
3,0,100,14,4,3,1,7,1,0
1,5,224,74,3,2,1,14,0,1
1,10,147,123,3,2,1,15,1,1
3,6,209,41,3,1,0,7,0,0
2,0,127,14,0,2,2,1,0,0
2,9,257,62,5,1,0,6,2,0
0,7,21,6,0,2,2,7,4,1
3,3,271,159,2,2,1,11,5,1
2,3,115,23,1,3,2,2,3,0
1,4,146,12,1,2,2,3,0,1
3,7,169,81,5,3,0,7,1,1
2,2,89,77,4,0,2,11,0,0
1,0,30,27,4,0,1,11,2,1
0,7,47,38,5,0,2,14,3,0
1,2,217,202,2,1,0,10,5,1
3,9,225,186,2,0,1,0,0,1
1,1,249,171,1,0,0,13,4,1
3,2,114,75,4,2,2,9,1,0
2,10,120,43,0,0,2,4,5,0
2,4,201,191,3,0,2,0,3,1
3,3,142,61,0,1,1,9,5,0
2,4,173,105,4,2,0,10,5,0
2,5,144,70,0,3,0,10,4,0
1,9,139,18,1,0,2,14,2,0
1,4,262,50,4,3,0,13,3,1
2,2,103,3,0,2,0,5,2,0
3,10,293,8,4,1,0,6,2,0
0,2,20,9,2,1,1,1,2,0
3,2,286,48,0,1,1,7,4,0
1,6,114,105,2,0,1,5,1,0
1,10,40,25,2,3,2,10,4,1
0,0,207,32,2,3,0,1,0,0
3,4,190,144,0,2,0,10,4,1
2,2,203,146,3,1,2,13,2,0
2,2,118,11,1,2,0,9,4,0
3,3,298,50,2,1,2,3,5,0
3,9,197,106,4,3,2,10,4,0
1,4,40,4,0,1,2,0,2,1
0,1,168,149,2,0,2,9,0,0
3,5,262,193,3,1,0,8,3,0
3,3,288,155,0,0,0,14,0,1
0,6,234,197,2,1,1,5,1,1
0,10,204,151,3,2,1,6,3,1
1,2,123,18,4,3,0,12,4,1
1,4,204,78,3,0,1,5,4,0
1,5,110,103,0,2,2,11,4,0
3,8,160,38,0,0,2,5,0,0
2,4,247,220,5,2,0,11,3,1
2,0,111,25,5,1,1,9,3,1
3,8,256,73,2,0,2,1,1,1
1,8,279,253,1,3,1,2,1,0
3,6,163,111,4,0,1,15,4,0
2,0,102,59,2,0,2,7,5,0
3,0,248,1,0,2,2,6,5,0
1,8,29,17,4,0,0,13,4,0
0,1,78,77,5,1,1,9,1,0
3,8,246,117,1,1,2,8,4,0
3,3,216,177,0,0,1,6,2,1
2,10,225,136,0,1,2,3,2,1
2,0,243,159,3,0,0,12,2,0
0,5,189,111,3,1,1,4,0,0
0,7,215,25,3,1,1,10,0,0
1,5,104,0,4,2,1,10,2,0
1,10,75,19,0,1,1,9,2,1
3,10,193,49,4,1,1,10,2,1
0,6,223,146,0,3,0,1,3,1
3,3,38,0,4,1,1,5,2,1
1,10,102,96,0,1,1,3,3,0
2,10,281,160,4,2,2,8,2,1
2,10,147,128,4,2,1,5,2,0
1,6,253,70,0,1,1,7,4,1
3,2,103,58,0,3,1,15,0,1
2,9,73,3,4,3,2,14,0,1
2,2,108,84,5,0,0,13,2,1
0,6,200,63,0,2,0,0,3,0
2,4,234,151,0,0,1,11,0,0
1,5,112,69,0,0,1,7,0,1
0,6,194,189,0,0,2,12,4,0
1,5,12,11,0,0,0,8,0,1
1,7,268,192,5,3,1,7,3,0
2,2,136,57,5,1,0,12,2,1
3,9,109,14,0,3,2,6,4,0
1,4,113,111,3,1,2,9,5,0
0,3,199,149,1,2,1,3,0,1
1,2,272,39,3,2,2,2,2,0
3,3,24,14,5,2,1,6,0,0
0,7,95,70,2,3,0,0,3,1
0,10,268,103,0,1,1,1,4,1
0,3,193,192,1,3,2,0,2,0
3,0,64,40,2,1,2,14,3,0
2,0,286,151,1,3,0,5,3,1
2,5,178,119,0,3,0,7,1,1
2,2,219,195,1,2,0,2,5,1
0,9,36,7,4,2,2,3,0,0
0,4,138,100,5,3,0,9,0,0
1,7,145,100,0,2,1,7,0,1
2,10,137,28,1,2,0,5,2,1
0,2,113,107,4,1,1,7,5,1
1,8,231,21,4,0,0,5,1,1
2,4,96,55,0,3,1,8,2,0
1,1,173,60,0,2,2,14,5,0
1,9,87,71,4,0,2,13,4,1
2,1,189,106,5,3,0,9,1,1
3,5,132,53,1,0,0,7,0,0
1,0,24,19,2,1,0,9,3,0
3,4,37,37,1,2,0,6,5,0
2,1,240,116,4,0,1,14,1,1
3,3,83,64,0,3,2,11,1,0
2,8,79,18,0,1,1,6,4,1
3,9,59,4,0,2,2,12,0,1
3,9,43,28,1,0,1,14,4,0
1,2,21,10,1,2,0,13,5,1
2,10,258,69,5,2,2,15,5,1
1,0,152,124,4,2,0,8,3,1
3,7,13,9,4,1,0,7,3,1
2,0,62,51,0,2,0,12,4,1
0,5,165,18,1,0,2,1,4,0
2,4,33,33,5,0,2,8,0,1
2,0,24,12,0,3,2,9,5,1
0,2,250,182,4,2,1,12,1,0
2,4,73,68,1,3,0,4,5,0
3,10,152,151,4,2,2,12,1,0
2,5,143,130,1,0,1,9,2,0
3,4,10,9,2,3,1,15,1,0
3,10,102,51,5,2,2,2,4,1
1,9,14,11,5,0,2,9,1,1
3,9,153,34,2,0,1,12,2,1
3,8,82,44,1,1,0,15,4,1
2,7,182,177,1,2,0,6,3,1
3,7,25,10,0,2,0,5,5,1
0,7,68,37,0,3,2,0,0,0
2,2,183,42,2,2,0,6,0,1
2,6,115,66,5,1,1,6,3,1
3,4,119,58,0,1,2,12,2,1
2,2,80,37,0,0,0,2,2,1
0,2,91,17,0,0,0,3,5,0
1,5,15,9,4,2,1,6,3,1
2,6,35,33,1,0,0,2,1,0
3,5,143,34,5,2,0,15,0,1
3,10,74,44,2,1,1,13,2,1
1,9,258,93,5,3,1,5,3,0
0,1,19,1,1,2,1,3,5,0
2,9,93,41,2,2,2,12,3,0
2,5,24,4,4,0,1,10,5,1
3,1,99,36,0,3,1,0,4,1
2,8,206,69,0,2,2,13,0,0
3,10,197,92,4,2,1,12,5,0
1,3,72,60,3,2,1,6,2,0
2,0,124,35,0,1,0,13,5,0
0,6,81,63,4,2,0,9,0,1
3,1,179,47,2,3,0,1,2,0
0,1,156,138,5,1,2,15,1,1
2,0,71,8,2,0,0,11,3,1
1,4,168,62,2,3,0,2,0,1
1,10,92,70,1,0,1,15,5,0
2,4,111,79,1,0,2,3,0,1
2,6,156,97,2,0,1,12,4,1
2,1,254,247,5,1,0,11,0,1
1,8,63,45,4,1,0,9,0,1
2,8,151,20,1,2,0,6,5,0
1,7,276,31,0,1,0,6,0,1
0,8,193,79,3,3,1,5,5,0
0,5,40,8,3,0,0,6,5,1
3,5,36,25,1,2,1,9,1,0
1,0,190,0,0,0,1,3,2,0
0,6,196,189,3,1,1,10,4,0
1,4,90,10,0,1,2,14,2,1
3,1,113,62,3,1,1,3,3,1
1,2,257,68,4,1,1,8,0,0
1,2,13,9,4,3,0,9,0,1
1,3,193,166,2,0,1,11,2,1
1,5,235,19,2,3,0,3,4,1
0,4,260,157,1,0,0,4,3,0
0,0,171,101,3,1,2,8,2,0
1,7,40,17,1,0,2,3,2,0
2,3,72,26,5,2,2,4,1,0
0,4,72,58,4,3,0,13,4,1
1,8,106,62,4,3,0,3,1,0
3,5,119,22,1,0,2,1,3,1
0,10,167,18,5,2,1,3,4,0
0,6,263,190,3,3,2,5,2,1
1,8,105,93,0,0,2,3,4,0
2,8,19,5,0,2,0,13,2,0
1,2,190,165,5,1,1,1,3,1
2,7,87,1,5,2,2,2,2,0
3,4,63,47,4,1,2,14,0,0
1,4,91,2,4,3,1,9,4,0
2,0,69,20,5,0,0,6,2,1
2,3,269,150,1,1,2,4,0,0
2,3,271,89,2,0,1,0,2,1
2,2,146,16,0,2,2,2,5,1
3,6,82,30,1,2,0,9,0,0
2,2,192,159,2,3,2,4,0,0
1,2,270,223,4,2,0,12,3,1
3,9,123,0,0,2,2,4,4,1
3,4,106,8,4,3,0,13,2,1
3,10,155,122,5,0,1,14,0,1
1,5,166,53,2,1,0,15,3,0
0,9,53,46,4,0,1,8,0,0
3,1,74,56,1,0,2,7,1,0
1,1,220,66,1,1,0,7,3,0
0,0,33,22,4,0,2,1,1,1
1,6,105,62,0,0,1,1,5,0
0,6,21,14,0,3,0,0,1,1
0,6,136,111,3,1,0,1,5,1
2,6,245,125,1,3,2,7,2,1
3,3,78,16,2,0,2,13,5,1
1,2,49,41,3,2,0,4,5,0
0,3,90,54,1,3,1,11,1,1
0,4,271,110,4,2,1,11,5,1
1,2,94,34,4,0,1,2,4,0
2,3,198,129,3,0,2,9,5,0
2,10,44,6,0,3,2,8,4,0
3,5,74,31,1,2,0,10,0,0
0,4,91,59,0,1,2,7,0,1
3,8,99,31,1,0,0,8,2,1
1,1,88,85,2,0,0,0,1,0
2,1,183,155,5,3,0,13,3,0
3,10,198,172,2,0,0,3,3,1
0,0,176,104,4,3,0,4,4,0
3,1,73,48,1,0,1,11,5,1
1,2,299,29,5,3,1,13,3,0
3,3,126,87,4,3,1,5,5,0
0,8,265,256,1,0,0,13,2,0
1,9,161,103,1,1,0,14,0,1
1,3,104,31,5,2,2,13,2,1
0,4,15,11,4,1,0,9,3,0
3,8,56,23,4,3,1,8,3,0
0,2,272,103,1,0,1,13,2,1
1,5,245,81,2,3,2,4,1,1
3,8,27,26,4,0,0,15,4,0
3,9,55,7,5,1,0,7,5,1
2,2,92,10,0,1,0,10,1,0
0,10,91,53,4,0,1,12,3,1
3,4,219,72,5,3,1,14,1,0
0,5,148,89,3,2,0,12,1,1
1,10,55,41,5,1,0,4,5,1
3,4,93,22,4,3,0,11,5,1
3,5,267,96,0,3,0,12,1,1
1,10,136,2,2,1,2,15,1,1
1,0,201,87,5,1,2,14,2,1
1,0,154,0,5,1,1,8,3,1
3,1,277,74,4,3,1,4,1,1
3,7,290,43,0,1,1,5,4,0
3,8,27,20,5,1,0,11,4,0
2,9,261,115,1,2,1,10,5,1
0,2,67,53,5,1,1,3,1,0
3,8,124,70,1,2,1,0,5,1
2,7,151,19,2,1,0,5,2,1
2,5,159,9,0,3,1,13,2,1
3,10,260,113,1,2,1,12,0,0
1,7,205,136,2,0,0,9,2,1
2,7,212,56,1,1,0,14,0,0
1,1,267,7,4,2,2,4,1,0
2,9,136,81,2,1,2,9,3,1
3,0,164,29,3,3,2,12,3,0
0,8,235,128,0,1,2,5,4,1
2,5,295,145,1,1,1,12,4,0
1,7,93,86,3,0,0,0,3,0
3,5,295,80,1,2,0,3,0,1
2,1,117,50,3,3,0,3,5,0
1,3,84,59,1,1,0,2,2,1
2,0,188,182,1,0,0,1,0,0
3,0,116,69,4,2,0,10,0,1
2,4,219,18,2,2,0,11,2,0
2,0,89,67,4,3,0,6,2,0
3,3,262,89,5,1,1,6,0,1
1,2,282,97,1,2,2,8,4,0
3,3,275,57,5,2,0,8,1,1
0,6,299,199,2,2,1,12,0,0
3,9,267,2,5,0,0,5,4,0
3,2,11,2,3,1,1,3,3,0
2,8,20,15,2,0,1,4,0,1
0,9,230,85,4,1,1,13,3,1
2,7,48,33,3,0,2,8,2,1
1,10,281,60,2,3,0,10,0,1
3,10,189,94,4,2,1,10,5,0
3,10,289,87,1,2,0,9,3,0
0,8,130,110,4,1,2,7,4,0
0,1,123,12,2,3,2,10,1,0
3,8,160,76,4,2,0,6,4,0
1,5,137,132,0,2,2,15,2,0
2,9,109,106,4,0,1,15,1,1
1,1,59,51,2,3,2,11,1,0
1,6,166,27,1,2,0,1,1,0
3,9,20,4,3,2,1,15,1,1
0,10,188,106,3,0,1,0,2,1
2,8,132,62,1,1,2,12,3,1
0,1,132,20,0,0,2,4,5,0
2,2,182,91,5,1,0,3,3,1
1,10,227,55,0,0,1,6,3,0
3,6,105,84,4,1,2,15,4,1
1,0,283,9,4,3,1,9,4,0
2,8,228,7,4,1,2,1,3,1
3,1,110,28,2,0,2,4,2,1
0,3,166,38,0,2,1,8,3,1
0,10,18,6,2,3,1,8,1,1
2,10,265,108,2,2,2,15,4,1
0,2,208,207,2,0,1,5,4,1
2,8,186,67,1,2,1,8,5,0
1,7,26,26,5,1,2,14,2,0
2,1,92,15,1,0,0,14,5,0
3,0,206,97,2,1,2,11,3,1
1,6,237,186,4,0,1,14,3,0
3,1,269,230,3,0,2,1,4,1
1,1,130,111,5,3,0,13,3,1
0,3,258,91,0,1,1,14,3,0
1,1,182,145,1,2,0,12,4,0
1,8,273,155,5,2,2,0,3,0
3,10,188,147,0,1,0,0,2,1
1,9,183,123,2,1,2,14,5,1
0,5,172,81,5,1,1,10,1,0
0,8,145,91,1,0,1,8,1,0
2,8,24,23,0,1,1,9,4,0
1,9,239,216,1,1,1,5,0,0
3,9,20,17,5,1,1,8,5,0
0,2,162,102,2,2,1,2,2,0
0,7,62,52,3,2,0,13,0,1
1,1,221,28,2,0,2,6,3,1
1,5,261,178,1,3,0,2,3,1
3,1,257,190,1,1,2,2,5,0
2,1,119,33,5,3,0,4,5,0
1,7,145,140,2,1,2,7,3,1
3,0,69,18,2,2,2,1,4,0
1,1,129,5,5,0,0,7,1,0
3,6,111,74,2,1,2,2,2,0
2,5,83,3,1,1,0,14,1,0
1,9,99,10,4,2,2,10,4,0
0,8,202,147,0,1,2,12,1,1
2,10,57,36,0,2,2,14,2,0
1,4,177,51,3,0,2,8,3,0
2,6,204,14,3,2,2,15,5,0
1,6,214,66,2,3,1,12,1,1
3,2,127,105,3,3,1,7,3,0
1,6,26,20,4,3,1,12,3,0
2,3,139,43,5,2,2,7,0,1
1,0,51,38,2,3,1,3,2,1
1,8,291,251,0,3,2,7,2,0
0,3,260,190,3,1,2,10,2,0
1,4,71,21,0,1,0,6,4,1
1,2,85,9,1,0,1,5,4,0
0,4,270,136,5,1,1,2,3,1
3,0,140,56,5,0,2,1,4,1
0,7,191,7,2,3,0,3,5,0
0,4,54,13,4,1,1,15,3,0
0,7,26,26,5,2,2,0,1,0
0,9,61,61,1,1,1,10,0,1
3,2,85,33,2,1,2,5,5,0
1,8,272,140,5,1,1,1,0,1
2,4,161,9,5,2,0,14,0,0
0,1,111,46,2,2,0,0,3,0
2,9,214,110,5,1,2,9,1,0
2,9,50,31,5,2,1,6,4,1
3,7,91,24,1,2,2,12,3,0
2,6,290,54,3,0,0,9,4,1
3,5,216,175,3,1,1,4,4,1
3,1,293,252,2,0,0,13,5,1
1,7,189,120,5,0,0,13,1,0
1,1,297,79,1,2,0,5,5,0
1,9,108,27,5,2,2,11,5,0
3,6,64,8,1,2,1,15,1,1
3,10,154,132,4,1,0,9,0,0
2,8,251,9,1,3,1,10,5,1
2,6,298,176,3,0,2,14,1,0
1,3,243,151,3,2,1,3,2,0
0,2,98,15,3,0,2,2,3,0
3,3,285,11,3,0,0,15,0,0
0,9,204,173,3,3,0,10,3,0
3,7,109,41,5,2,1,14,4,1
3,5,224,223,2,2,2,8,5,0
3,8,220,182,0,0,1,1,4,0
0,5,149,36,4,2,2,0,1,1
1,3,265,135,4,0,1,0,2,1
2,3,142,78,0,0,2,3,1,1
2,2,54,17,0,1,1,14,3,1
2,10,127,34,5,2,1,0,3,0
3,10,119,64,0,0,0,5,2,0
3,4,140,124,0,1,1,5,5,1
0,8,102,94,1,1,0,0,2,0
2,3,126,47,3,1,2,1,3,0
3,3,90,74,3,1,1,15,4,1
0,4,215,8,5,0,1,9,4,0
1,2,25,10,4,0,2,13,2,1
2,4,75,19,2,3,0,1,4,1
0,6,242,44,2,1,0,15,2,1
3,2,133,48,0,2,0,7,0,0
0,4,109,11,2,2,0,12,2,1
0,10,228,101,2,0,1,2,3,0
0,10,146,105,2,0,1,9,3,0
0,3,85,67,0,2,0,4,0,1
3,5,14,3,0,0,1,3,5,0
1,6,132,14,5,2,0,6,3,0
0,5,67,62,5,1,1,8,2,0
1,10,57,6,1,0,2,13,1,1
2,6,56,30,3,1,1,7,5,1
3,9,289,179,2,2,0,9,4,0
2,10,201,1,0,2,1,10,4,0
0,1,139,105,3,2,1,10,4,1
1,3,188,141,0,2,1,3,4,0
3,5,221,127,3,2,1,2,3,1
3,4,167,104,0,3,1,9,1,0
0,1,47,3,5,0,2,14,4,0
0,6,169,132,1,0,2,8,5,1
3,1,125,68,3,3,1,11,0,0
1,3,171,64,1,3,2,1,2,0
1,8,172,89,4,2,1,7,0,0
0,0,25,12,4,2,0,3,4,0
2,7,116,44,1,1,2,2,5,1
0,7,147,106,4,0,1,9,0,0
1,5,214,18,1,1,1,0,3,0
2,6,217,1,0,0,2,8,3,0
2,1,31,27,5,1,0,2,0,1
2,10,214,167,1,3,0,14,1,1
2,5,119,43,1,3,0,5,4,0
3,9,206,117,5,0,0,15,2,1
2,4,220,97,5,1,2,13,5,0
2,1,277,243,3,2,1,6,4,0
3,8,164,3,0,2,0,15,3,1
0,6,184,135,3,1,0,3,5,1
2,0,16,2,2,0,1,1,2,1
0,7,264,171,5,2,1,7,3,0
3,9,168,96,2,3,0,7,1,1
1,10,33,12,0,3,0,7,5,1
1,8,272,86,5,3,1,13,0,0
0,1,183,21,0,2,1,2,4,0
2,8,199,122,5,2,1,9,1,0
0,9,16,9,5,3,1,14,3,0
2,1,75,63,1,1,0,11,3,0
0,4,38,36,5,2,1,11,3,1
1,6,116,73,0,0,1,8,4,0
1,1,152,73,2,1,1,5,1,0
3,10,117,101,1,2,1,13,2,1
1,6,24,13,5,3,0,7,3,1
0,10,161,33,5,1,2,3,0,1
2,4,160,17,1,3,1,0,4,0
2,7,70,61,1,0,2,14,5,1
0,0,19,3,5,0,1,7,1,0
2,7,197,0,3,0,1,13,3,1
0,9,104,95,0,1,2,12,4,1
3,5,119,80,2,1,2,11,1,0
0,7,55,50,4,0,1,13,3,1
1,0,14,7,1,3,2,7,1,1
1,2,234,45,5,0,1,1,4,1
0,10,99,21,5,0,2,14,2,0
2,4,299,156,3,1,1,2,5,0
3,9,212,26,2,3,0,9,5,1
3,9,300,25,3,2,1,1,3,1
2,2,34,25,1,3,0,11,2,0
2,3,273,268,1,3,2,3,5,0
3,3,258,145,0,0,2,0,3,1
1,4,48,31,4,2,1,14,4,0
3,2,205,96,3,3,0,11,5,0
3,6,16,8,5,3,1,15,1,1
2,9,93,86,5,0,2,4,4,1
3,9,78,33,4,3,0,14,2,1
1,5,224,30,5,1,1,1,3,1
0,2,29,28,3,1,0,9,3,1
3,5,181,166,4,2,0,3,1,1
3,10,144,38,1,2,2,9,5,0
2,4,186,37,0,2,0,4,0,1
2,3,209,139,1,1,2,15,5,1
0,8,244,72,1,3,0,10,5,1
2,6,174,39,2,2,1,14,3,0
0,4,157,11,0,0,0,4,1,0
2,8,116,69,4,3,0,3,2,0
1,4,19,16,3,3,0,5,0,1
1,8,208,172,0,1,1,13,2,0
0,10,14,2,1,1,1,5,1,0
3,0,266,135,4,3,0,15,5,1
0,8,222,215,1,2,1,11,1,0
1,7,209,160,2,0,0,7,2,1
3,4,47,14,5,0,2,14,5,1
0,2,276,55,5,3,1,14,5,1
0,5,259,63,3,0,2,2,3,1
0,10,110,45,3,3,0,3,4,1
2,2,74,40,5,2,2,0,3,1
2,5,34,5,1,0,0,3,0,0
1,7,227,183,3,2,1,11,3,0
1,7,272,139,1,1,2,3,4,0
0,7,216,148,1,2,1,3,5,1
1,4,167,130,5,0,0,11,0,0
3,8,190,70,2,0,1,9,5,1
3,10,68,56,2,1,0,6,1,1
3,6,134,36,1,2,2,8,1,1
0,10,34,19,1,2,0,13,2,0
0,1,242,105,1,2,1,14,1,0
2,7,209,47,2,3,0,10,1,0
2,9,161,95,0,2,0,4,0,0
1,1,151,83,1,3,1,10,5,0
2,3,99,32,3,3,0,8,2,0
0,7,286,176,0,1,0,10,4,0
1,3,76,58,3,0,1,12,2,0
0,8,180,96,3,0,0,13,3,0
2,8,178,85,1,3,1,8,1,1
2,5,87,20,0,3,1,1,1,0
3,1,272,239,4,1,2,0,0,0
3,0,54,11,0,2,1,2,5,0
1,8,90,4,1,1,1,8,1,0
0,6,249,15,2,0,0,8,4,1
0,9,300,76,4,0,1,4,2,0
3,1,244,102,4,3,0,5,0,0
3,3,268,196,4,0,0,11,5,0
1,0,103,38,5,0,1,2,3,1
3,7,66,50,1,2,1,4,5,1
1,10,45,13,1,2,2,4,1,0
0,5,103,9,1,1,0,12,3,0
3,6,154,102,2,1,1,14,5,1
0,5,229,7,4,3,2,15,1,0
3,8,273,14,1,0,2,1,1,1
3,8,203,110,2,1,2,12,5,1
1,2,236,82,1,2,1,7,4,0
3,2,118,86,5,3,1,8,3,0
0,3,262,120,3,3,2,5,4,1
2,0,225,44,3,0,1,15,0,1
3,0,205,176,5,2,0,2,1,1
2,2,166,152,0,1,2,2,0,0
3,7,20,14,0,2,2,13,3,1
2,5,214,92,3,1,2,6,3,1
1,3,102,2,0,3,1,2,3,1
0,2,229,92,0,0,0,3,1,0
1,5,291,49,4,0,0,12,4,1
3,3,127,125,4,0,0,6,1,1
2,6,10,1,3,0,0,14,2,1
3,10,32,3,0,0,2,7,3,0
2,7,125,102,5,2,0,4,2,0
1,2,33,27,2,0,0,7,0,0
1,7,238,122,5,0,1,14,2,0
2,2,281,174,5,2,0,11,2,1
0,7,206,44,0,1,2,1,3,0
2,1,272,211,1,0,2,7,3,0
0,3,159,138,1,1,1,4,2,0
2,7,269,191,3,0,0,15,4,0
1,10,222,123,5,2,0,15,0,0
2,5,206,97,4,2,2,12,4,0
0,7,36,1,1,0,2,0,1,0
2,6,93,30,3,2,2,15,1,0
0,1,298,244,0,1,0,2,4,1
1,7,65,52,2,2,0,2,5,0
3,3,112,75,3,0,2,2,1,1
3,1,283,244,4,2,2,13,0,0
0,9,176,18,5,0,2,1,1,1
3,9,256,45,5,1,0,0,4,0
0,10,245,110,1,3,0,12,5,1
3,5,274,178,0,0,1,14,0,1
